0	0,844	0,798	0,754	0,734	0,680	0,615
1	0,156	0,145	0,189	0,182	0,176	0,205
2	0,000	0,058	0,044	0,061	0,120	0,103
3	0,000	0,000	0,013	0,020	0,008	0,051
4	0,000	0,000	0,000	0,002	0,008	0,000
5	0,000	0,000	0,000	0,000	0,008	0,026
6	0,000	0,000	0,000	0,000	0,000	0,000
